,0
La Opala R G Limited,5066000
Srikalahasthi Pipes Limited,5062000
Star Union Dai-Ichi Life Insurance Company Limited,5052466
Bata India Ltd,5050000
Promont Hilltop Private Limited,5040412
Hi-Tech Systems & Services Ltd.,5037500
Classic Auto Tubes Limited,5024000
Sunflag Iron And Steel Co Ltd,5019652
Essar Bulk Terminal Paradip Limited,5000000
Jamnalal Sons Private Limited,5000000
Althaf Shoes Private Limited,5000000
Asian Hotels (East) Limited,5000000
Kei Industries Limited,5000000
Koso India Private Limited,5000000
Harman Finochem Limited,5000000
Om Logistics Limited,5000000
Global Energy Private Limited,5000000
Aakar Investment Private Limited,5000000
Indian National Press (Bombay) Private Limited,5000000
Ksk Mineral Resources Private Limited,5000000
Pride Lifestyles Limited,5000000
Gland Pharma Ltd,5000000
Shriram Pistons And Rings Limited,5000000
Infina Finance Private Limited,5000000
Indostar Capital Finance Limited,5000000
Stock Holding Corporation Of India Limited,4985000
Kse Limited,4973000
Khs Machinery Private Limited,4951834
Brahmaputra Carbon Limited,4907897
The West Bengal Power Development Corporation Limited,4901000
Aparajitha Corporate Services Private Limited,4900000
Automobile Corporation Of Goa Limited,4900000
Bt Global Communications India Private Limited,4900000
Ge Be Private Limited,4900000
Gp Global Asphalt Private Limited,4886153
Reservation Data Maintainence (India) Private Limited,4873790
Sree Rayalaseema Alkalies And Allied Chemicals Ltd,4870000
Maral Overseas Limited,4831000
G.D. Pharmaceuticals Private Limited,4819258
Cochin Minerals And Rutile Ltd,4818120
India Motor Parts & Accessories Limited,4815000
Vfs Global Services Private Limited,4800000
Kaleesuwari Refinery Private Limited,4800000
Hma Agro Industries Limited,4800000
Jm Financial Credit Solutions Limited,4800000
Industrial Energy Limited,4785000
Nahar Capital And Financial Services Limited,4767000
Housing And Urban Development Corporation Limited,4750000
Motilal Oswal Financial Services Limited,4730000
Chowgule Industries Private Limited,4713000
Tinnelvelly Diocesan Trust Association,4700000
Anjana Software Solutions Private Limited,4700000
Triburg Consultants Private Limited,4700000
Birbhum Chemicals And Fertilisers Ltd.,4675439
Vardhman Yarns And Threads Limited,4672000
West Bengalstate Electricity Transmission Company Limited,4666290
Jhajjar Power Limited.,4656019
Federal-Mogul Goetze (India) Limited,4654000
Princeton Infrastructure Private Limited,4641123
Jsw Holdings Limited,4625580
Shreyas Morakhia And Famiily Assets Private Limited,4625000
Joyalukkas India Private Limited,4613000
Aym Syntex Limited,4610000
Narmada Gelatines Limited,4606000
Lincoln Helios (India) Limited,4600000
Sakthi Auto Component Limited,4600000
Sadbhav Engineering Limited,4600000
Yogesh Agencies And Investments Private Limited,4600000
Dharampal Satyapal Sons Private Limited,4588100
Zylog Plastalloys Private Limited,4570000
Biochem Pharmaceutical Industries Limited Part Ix,4544000
Dsm India Private Limited,4525000
Associated Stone Industries (Kotah) Limited,4501000
Thirumalai Chemicals Limited,4500000
Edc Limited,4500000
Uflex Limited,4500000
Omega Healthcare Management Services Private Limited,4500000
Western Outdoor Interactive Private Limited,4500000
Quintiles Research (India) Private Limited,4500000
Celkon Impex Private Limited,4500000
Alicon Castalloy Limited,4492002
Khanna Paper Mills Limited,4487000
Ariba Technologies India Private Limited,4475898
Bridge & Roof Co (India) Ltd,4466000
The South Indian Bank Limited,4462000
Calderys India Refractories Limited,4430000
Microsoft Research Lab India Private Limited,4429016
Kalyani Investment Company Limited,4424000
Tata Power Trading Company Limited,4414700
Whirlpool Of India Limited,4410000
Sfo Technologies Private Limited,4408000
Oberoi Hotels Pvt.Ltd.,4400000
Chettinad Holdings Private Limited,4400000
Symantec Software India Private Limited,4387000
Bf Investment Limited,4367400
Krohne Marshall Pvt Ltd,4363359
The Manjri Stud Farm Private Limited,4355115
Metroglobal Limited,4354000
Chandurkar Investments Pvt Ltd,4352150
Jay Chemical Industries Limited,4345701
Manpasand Beverages Limited,4318000
Infinera India Private Limited,4313600
Chemetall India Private Limited,4307000
Canara Hsbc Oriental Bank Of Commerce Life Insurance Company Limited,4300000
Alkem Laboratories Limited,4300000
Aricent Technologies Private Limited,4300000
Cyrus Investments Private Limited,4286600
Ralson (India) Limited,4281159
Mac Charles (India) Limited,4280000
Cms Computers Limited,4278080
Poddar Pigments Limited,4260000
Neuland Laboratories Ltd.,4260000
Sukhbir Agro Energy Limited,4255000
Heidelbergcement India Limited.,4250000
Siddhi Vinayak Knots & Prints Private Limited,4212000
Amnet Systems Private Limited,4200000
K P Sanghvi International Private Limited,4200000
Rci India Private Limited,4200000
Western India Forgings Pvt Ltd,4200000
Mahindra Residential Developers Limited,4200000
Mixon Holdings Private Limited,4200000
Madras Engineering Industries Private Limited,4200000
Ykk India Private Limited,4192987
Ace Designers Limited,4155222
Invesco (Hyderabad) Private Limited,4133364
3D Plm Software Solutions Limited,4123509
Soho Square Advertising & Marketing Communications Private Limited,4120000
Venco Research And Breeding Farm Private  Limited,4119600
Mold-Tek Packaging Limited,4110705
Hsbc Investdirect Financial Services (India) Limited,4104840
Sood And Sood Builders Private Limited,4100000
Bonfiglioli Transmissions Private Limited,4100000
Hero Corporate Service Private Limited,4100000
Kpl Exports Private Limited,4097415
Subros Limited,4088000
Rbl Bank Limited,4081000
Fluentgrid Limited,4075638
Mfar Developers Private Limited,4075000
Linde India Limited,4070000
Menon Bearings Limited,4052000
Interglobe Air Transport Limited,4039000
Ambit Corporate Finance Private Limited,4010000
Health Prime Services (India) Private Limited,4000001
Hinduja Realty Ventures Limited,4000000
Wabco India Limited,4000000
Salcomp Manufacturing India Private Limited,4000000
Ikea Services India Private Limited,4000000
Smc Infrastructures Private Limited,4000000
Subhkam Ventures (I) Private Limited,4000000
Pridhvi Asset Reconstruction And Securitisation Company Limited,4000000
Sonai Engineering Private Limited,4000000
Aesthetic Builders Private Limited,4000000
Bhuruka Gases Limited,4000000
Jocil Limited,4000000
Prokarma Softech Private Limited,4000000
Kabra Extrusion Technik Ltd,4000000
Tci Hi-Ways Private Limited,4000000
Mp Online Limited,4000000
Ferromatik Milacron India Private Limited,4000000
Chand Fruit Company Private Limited,4000000
Ffv Services Private Limited,4000000
Nirma Credit And Capital Private Limited,4000000
Samalpatti Power Company Private Limited,4000000
Motorola Mobility India Private Limited,3980967
Shiva Pharmachem Limited,3979962
Bihar State Building Construction Corporation Limited,3964068
Tarish Investment And Trading Company Private Limited.,3962000
Manish Packaging Private Limited,3947000
Baramati Agro Limited,3945771
Efd Induction Private Limited,3936836
Dee Development Engineers Limited,3933000
Ion Exchange (India) Limited,3923253
Sanghvi Movers Limited,3920000
Kluber Lubrication India Private Limited,3900000
Lakshmi Ring Travellers (Coimbatore) Limited,3900000
Cd Equifinance Private Limited,3875001
C.T.R. Manufacturing Industries Limited,3871000
Quest Global Engineering Private Limited,3861066
Encore Natural Polymers Private Limited,3850000
National Seeds Corporation Limited,3846445
Volvo Group India Private Limited,3840000
P B M Polytex Limited,3838660
Emmvee Photovoltaic Power Private Limited,3828917
Bhoruka Power Corporation Limited,3819000
My Healthskape Medicals Private Limited,3812450
Compro Technologies Private Limited,3810066
Hughes Communications India Limited,3800000
Varroc Engineering Private Limited,3800000
Piramal Finance Limited,3800000
Htc Global Services (India) Private Limited,3800000
Nila Infrastructures Limited,3800000
Beardsell Limited,3800000
S.J.S. Enterprises Private Limited,3800000
Super Sales India Limited,3800000
Varroc Polymers Private Limited,3800000
Vishay Components India Private Limited,3800000
Lps Bossard Private Limited,3800000
Lakeshore Hospital And Research Centre Limited,3798395
Bio-Med Private Limited,3797567
Canton Laboratories Private Limited,3790900
MoodyS Analytics Knowledge Services (India) Private Limited,3762924
Ratnamani Metals And Tubes Limited,3762006
Hella India Automotive Private Limited,3754058
Centurylink Technologies India Private Limited,3750000
Balrampur Chini Mills Ltd,3745000
Kalpataru Power Transmission Limited,3738000
Polybond (India) Pvt Ltd,3734000
Xilinx India Technology Services Private  Limited,3730230
Bitwise Solutions Private Limited,3725360
Bkc Properties Private Limited,3723775
Tamilnadu Urban Finance And Infrastructure Development Corporation Limited,3700000
Durovalves India Private Limited,3700000
Oriental Hotels Limited,3700000
Muthoot Fincorp Limited,3691052
Gujarat Green Revolution Company Limited,3690000
Sumeet Industries Limited,3685000
Quality Engineering And Software Technologies Private Limited,3675000
Moolchand Healthcare Private Limited,3661057
Fm Pbw Bearings Private Limited,3650000
Metro Speciality Hospitals Private Limited,3623457
Sagar Cements Ltd,3621089
Navjivan Roller Flour And Pulse Mills Private Limited,3601000
Metalman Auto Private Limited,3600000
Crowe Boda And Company Private Limited,3600000
Future Gaming And Hotel Services Private  Limited,3600000
Exl Service.Com(India) Private Limited,3600000
Ntc Logistics India Private Limited,3600000
Tcg Lifesciences Private Limited,3600000
Amrit Bottlers Pvt Ltd,3600000
Greenesol Power Systems Private Limited,3600000
Symantec Software And Services India Private Limited,3600000
Macquarie Finance (India) Private Limited,3583719
Choksi Heraeus Private Limited,3582373
O E N India Ltd,3579830
Honour Lab Limited,3573478
Meenakshi Mercantiles Ltd,3570000
Rothe Erde India Private Limited,3569000
Black & Veatch Private Limited,3568225
Facilities And Building Solutions Private Limited,3556310
Aurigene Discovery Technologies Limited,3556000
Shakambhari Ispat & Power Limited,3543400
Link Intime India Private Limited,3539776
Wm Global Technology Services India Private Limited,3532000
Emids Technologies Private Limited,3530979
Den Satellite Network Private Limited,3521000
Reliance General Insurance Company Limited,3514000
Apurva Natvar Parikh & Co Private Limited,3508500
Metacube Software Private Limited,3502900
Metlloy Trading Services Private Limited,3500000
Starworth Infrastructure & Construction Limited,3500000
Statestreet Global Advisors India Private Limited,3500000
Ttk Healthcare Limited,3500000
Ajay Engi-Infrastructure Private Limited,3500000
Bilakhia Holdings Private Limited,3500000
Julius Baer Capital (India) Private Limited,3500000
Dipco Private Limited,3500000
T-3 Energy Services India Private Limited,3500000
C & M Digitals Private Limited,3500000
Amara Raja Infra Private Limited,3500000
Seahorse Ship Agencies Pvt Ltd,3500000
U.Y. Industries Private Limited (Trf.),3500000
Rashtriya Chemicals And Fertilizers Limited,3490000
Apollo Gleneagles Hospital Limited,3490000
Meenakshi Power Private Limited,3478545
Mss India Private Limited,3472211
Spaco Technologies (India) Private Limited,3450000
Ifci Venture Capital Funds Limited,3442175
Altruist Technologies Private Limited,3440000
Khajrana Ganesh Properties Private Limited,3440000
Amdipharm Mercury Services Private Limited,3426622
Tractors India Private Limited,3406532
Ihdp Globals Private Limited,3400000
Arise Industries And Agency Private Limited,3400000
Quality Care India Limited,3400000
Premier Mills Private Limited,3400000
Vlcc Personal Care Limited,3400000
Adani Infra (India) Limited,3400000
Taj Travels Private Limited,3400000
Tagros Chemicals India Private Limited,3400000
Aachi Masala Food'S Private Limited,3400000
Banswara Syntex Ltd,3375000
Puma Sports India Private Limited,3356950
Honda Motorcycle And Scooter India Pvt Ltd,3350000
Township Real Estate Developers (India) Private Limited,3325828
Can Fin Homes Limited,3325189
Team Computers Private Limited,3325000
B.M.M. Ispat Limited,3320000
Dhunseri Tea & Industries Limited,3300000
Lars Medicare Private Limited,3300000
Sourcehov India Private Limited,3300000
Afcons Infrastructure Limited,3300000
S.M.I.L.E. Microfinance Limited,3300000
Valvoline Cummins Private Limited,3300000
Coastal Energen Private Limited,3300000
Pricol Limited,3300000
Krish Infrastructure Private Limited,3300000
Salesforce.Com India Private Limited,3300000
Xlhealth Corporation India Private Limited,3300000
Rabo India Finance Limited,3299452
Indeca Sporting Goods Private Limited,3289201
Sabic Research And Technology Private Limited,3286080
Al-Hamd Agro Food Products Private Limited,3275031
Pvp Ventures Limited,3274000
T .R .I. Nutrients Private Limited,3260000
M K U Limited,3253612
Koshambh Multitred Pvt Ltd,3253000
Apm Industries Limited,3245000
Arjuna Natural Extracts Ltd,3219100
Jacobs Engineering India Private Limited,3210000
The Seksaria Biswan Sugar Factory Limiited,3207874
Avnet India Private Limited,3200000
Rudrabhishek Enterprises Private Limited,3200000
Condor Footwear (India ) Limited,3200000
Mahesh Edible Oil Industries Limited,3200000
Mahle Filter Systems (India) Private Limited,3200000
S K M Animal Feeds And Foods (India) Private Limited,3200000
Khivraj Motors Private Limited,3200000
Nec Technologies India Private Limited,3200000
Harbinger Systems Private Limited,3192034
Pfc Consulting Limited,3186000
Eastern Condiments Private Limited,3159000
Darcl Logistics Limited,3139600
Healthium Medtech Private Limited,3136963
Infocepts Technologies Private Limited,3136491
Sas Research And Development (India) Private Limited,3135500
Egon Zehnder Information And Research Services Private Limited,3134600
Paul Merchants Limited,3119621
Shodhana Laboratories Limited,3116000
Veekesy Elastomers Private Limited,3113232
Canon India Private Limited,3112639
Ashoka Buildcon Limited,3111000
Praj Hipurity Systems Limited,3104050
Cigniti Technologies Limited,3103780
Ge India Business Services Private Limited,3100652
Sunrise Containers Limited,3100000
Tata Elxsi Limited,3100000
Lexi Private Limited,3100000
Sail Refractory Company Limited,3100000
C M Jain Impex And Investments Private Limited,3100000
Acme Solar Technologies (Gujarat) Private Limited,3100000
Avon Ispat & Power Limited,3100000
Lakshmi Cargo Company Limited,3100000
Alchemy Capital Management Private Limited,3100000
Skm Egg Products Export India Limited,3100000
Partap Fabrics Private Limited,3100000
Real Ispat And Power Limited,3100000
Odisha Hydro Power Corporation Limited,3100000
Spectrum Dyes And Chemicals Private Limited,3055000
Munjal Auto Industries Limited,3050000
H And M Housing Finance And Leasing Private Limited,3049194
Centex International Private Limited,3045481
Otsuka Chemical (India) Private Limited,3038000
Finproject India Private Limited,3034290
Kakatiya Cement Sugar And Industries Limited,3033000
Ram Kripal Singh Construction Private Limited,3024993
Vaisakhi Bio-Resources Private Limited,3023988
Lakshadweep Development Corporation Limited,3023000
Base Educational Services Private Limited,3011726
Nv Distilleries Private Limited,3011000
Dahej Harbour And Infrastructure Limited,3001302
Verifone India Technology Private Limited,3000000
Grama Vidiyal Micro Finance Limited,3000000
Pharmazell (India) Private Limited,3000000
Hitachi Consulting Software Services India Private Limited,3000000
Ultimate Flexipack Limited,3000000
Rba Properties Limited,3000000
H C Commercial Ltd,3000000
Anugraha Valve Castings Limited,3000000
Mangalam Fashions Limited,3000000
Mitsubishi Elevator India Private Limited,3000000
Delphi-Tvs Diesel Systems Limited,3000000
Easun - Mr Tapchangers Private Limited,3000000
Himachal Pradesh State Civil Supplies Ccorporation Ltd,3000000
Govind Commercial Co Ltd,3000000
Vinod Kumar Shukla Constructions Pvt Ltd,3000000
Karnataka State Small Industries Development Corporation Limited,3000000
Hibu India Private Limited,3000000
Krystal Integrated Services Private Limited,3000000
Great Galleon Ventures Limited,3000000
Iifl Facilities Services Limited,3000000
Ample Technologies Private Limited,3000000
Elgi Rubber Company Limited,3000000
Amrit Prime Properties Private Limited,3000000
Vimla Infrastructure (India) Private Limited,3000000
Sakthi Finance Limited,3000000
Medi Assist Insurance Tpa Private Limited,2993748
Radisys India Private Limited,2992500
Swiss Re Global Business Solutions India Private Limited,2988003
Mercedes-Benz Research And Development India Private Limited,2983386
Orient Refractories Limited,2983000
Bhaskar Industries Private Limited,2973862
Vanaz Engineers Limited,2970000
Cim Tools Private Limited,2965121
Genesis Burson -Marsteller Public Relations Private Limited,2959230
J. M. Huber India Private Limited,2945141
Pitti Laminations Limited,2939000
Virchow Laboratores Limited.,2936030
Vardhman Textiles Limited,2936000
Ganga Kaveri Seeds Private Limited,2927441
Wingify Software Private Limited,2920000
Rgvn (North East) Microfinance Limited,2915816
V 2 Tech Ventures Private Limited,2912822
Lincoln Pharmaceuticals Ltd,2910000
Ual Industries Limited.,2906000
Mecon Limited,2904000
Allegis Services (India) Private Limited,2903481
P.P. Jewellers Private Limited,2900000
Kolte-Patil Developers Limited,2900000
Ats Elgi Limited,2900000
B. G. Shirke Construction Technology Private Limited,2900000
Select World Tours (India) Private Limited,2900000
Sitapuram Power Limited,2900000
Hd Fire Protect Private Limited,2900000
Jyothimaan Beedi Company Private Limited,2900000
Murugappa Morgan Thermal Ceramics Ltd,2900000
Duroflex Private Limited,2900000
Sudarshan Jeans Private Limited,2888624
Finecure Pharmaceuticals Limited,2887400
Arti Properties Private Limited,2887244
Kandhari Beverages Private Limited,2871708
Jaigad Powertransco Limited,2861232
Metallizing Equipment Company Private Limited,2851000
Liebherr Machine Tools India Private Limited,2850000
Halliburton Technology India Private Limited,2839459
Hewlett Packard (India) Software Operation Private Limited,2839171
I P Support Services (India) Pvt Ltd,2834206
Gbtl Limited,2830000
Kallam Spinning Mills Ltd,2829655
Ghatge Patil Industries Limited,2825521
Watson Pharma Private Limited,2823914
The Kerala Minerals And Metals Limited,2822501
Sri Ranganathar Industries Private Limited,2800000
Bhairavnath Sugar Works Limited,2800000
Abco Advisory Services India Private Limited,2800000
Cyient Dlm Private Limited,2800000
Maheshwari (Thaltej) Complex Private Limited,2800000
Unichem Laboratories Limited,2800000
Paliwal Infrastructure Private Limited,2800000
Nipur Chemicals Limited,2800000
S & P Feeds Private Limited,2800000
Transcon - Sheth Creators Privatelimited,2800000
Ina Bearings India Private Limited,2768000
Chowdry Associates,2755824
Mindteck (India) Limited,2750000
Moog India Technology Center Private Limited,2750000
Technova Imaging Systems Private Limited,2740000
Vadivarhe Speciality Chemicals Limited,2727137
Neccon Power & Infra Limited,2726224
Napino Auto And Electronics Limited,2721000
Centum Electronics Limited,2705000
Dow Agrosciences India Private Limited,2700000
Kapil Consultancy Services Private Limited,2700000
Kothari Metals Ltd,2700000
Kog-Ktv Food Products (India) Private Limited,2700000
Mahima Real Estate Private Limited,2700000
Arisglobal Software Private Limited,2700000
Vinayak Dealer Pvt Ltd,2700000
Total Environment Building Systems Private Limited,2700000
Tamilnadu Fisheries Development Corporation Limited,2700000
Symrise Private Limited,2700000
Sage Publications India Private Limited,2698850
Madhya Pradesh Agro Food Industries Limited,2693500
Ganpati Industrial Pvt Ltd,2691000
Devi Fisheries Limited,2675000
Ashoka Distillers And Chemicals Pvt Ltd,2663486
Industrial Metal Powders (India) Private Limited,2661120
Cygnet Infotech Private Limited,2655830
B C Sen & Company Ltd,2650000
P C Chandra Juels International Private Limited,2636000
Sandhar Technologies Limited,2623660
Ebco Private Limited,2620468
Yashraj Biotechnology Limited,2620000
Schott Kaisha Private Limited,2616847
Sparsh Bio-Tech Private Limited,2611111
I M Gears Private Limited,2600000
Mahle Behr India Private Limited,2600000
Hcl Technologies Limited,2600000
Chiron Behring Vaccines Private Limited,2600000
Renew Wind Energy (Karnataka) Private Limited,2600000
Leather Crafts (India) Private Limited,2600000
Chem-Trend Chemicals Company Private Limited,2600000
Rasi Tex India Private Limited,2600000
Central India Industries Ltd.,2600000
Knowledge Infrastructure Systems Private  Limited,2600000
Bhilai Engineering Corporation Limited,2600000
Jkm Infra Projects Limited,2600000
Aarti Industries Ltd,2600000
Rasi Seeds Private Limited,2600000
Shriram Capital Limited,2600000
Salzer Electronics Limited,2600000
Global Coal And Mining Private Limited,2600000
Axon Constructions Private Limited,2600000
Armstrong World Industries (India) Private Limited,2599960
Indore Composite P Ltd,2599000
Delta Power Solutions India Private Limited,2577000
Welspun Solar Ap Private Limited,2576968
Hardcastle Petrofer Private Limited,2560505
Su-Kam Power Systems Limited,2560000
Ttp Technologies Private Limited,2552000
Syncom Formulations (India) Limited,2551000
Bajaj Motors Limited,2550865
Gulf Oil Lubricants India Limited,2550000
Tourism Finance Corporation Of India Limited,2550000
Symbiotec Pharmalab Private Limited,2534886
Prataap Snacks Limited,2533000
Motif India Infotech Private Limited,2526009
Il&Fs; Rail Limited,2525684
Croda India Company Private Limited,2525000
Citystar Infrastructures Limited,2525000
Nxp India Private Limited,2525000
Prabhat Agri Biotech Limited,2516000
Goyal Proteins Limited,2515060
Iqor India Services Private Limited,2514325
Panasonic Energy India Company Limited,2514000
Hinduja Ventures Limited,2513000
Himalaya Drug Company Private Limited,2510270
Satyadeeptha Pharmaceuticals Limited,2510160
Vinayak Jewels (India) Private Limited,2510000
Great Software Laboratory Private Limited,2506000
Dar Al-Handasah Consultants (Shair & Partners) India Private Limited,2505300
Pn Memorial Neuro Centre & Research Institute Limited,2502198
Spa Holdings Private Limited,2500000
Govik Electricals Private Limited,2500000
Synergia Life Sciences Private Limited,2500000
Gacl Finance Private Limited,2500000
Unique Pharmaceutical Laboratories Limited,2500000
Marquis Technologies Private Limited,2500000
Violet Properties Private Limited,2500000
Solaris Speciality Chemicals Private Limited,2500000
Medoc Premises Private Limited,2500000
Mystique Realty Private Limited,2500000
Akshar Impex Private Limited,2500000
Amerigo Realty Private Limited,2500000
Aquamarine Realty Private Limited,2500000
Hinduja Finance Limited,2500000
Chintamani Estates Pvt Ltd,2500000
Kc Maritime (India) Limited,2500000
Plansee India High Performance Materials Private Limited,2500000
Bp India Services Private Limited,2500000
Sunidhi Securities & Finance Limited,2500000
Info Edge (India) Limited,2500000
Sharekhan Limited,2500000
Amrutanjan Health Care Limited,2500000
Kusalava International Limited,2500000
Iquest Enterprises Private Limited,2500000
Garware Wall Ropes Limited,2500000
Vtm Limited,2500000
Sjvn Limited,2500000
Cs Shares And Stocks Private Limited,2500000
Credit Suisse Business Analytics (India)  Private Limited,2500000
Keshav Power Limited,2500000
Star Cement Limited,2500000
Siva Swati Textile Private Limited,2500000
Ashok Alco-Chem Limited,2500000
Temenos India Private Limited,2500000
Fortune Marketing Private Limited,2500000
Magarpatta Township Development And Construction Company Limited,2500000
Prama Hikvision India Private Limited,2500000
Talentica Software (India) Pvt Ltd,2500000
Kaar Technologies India Private Limited,2500000
Nerul Impex Private Limited,2500000
Anurag Electronics (Gujarat) Pvt Ltd,2499870
Cims Hospital Private Limited,2498963
Amar Ujala Publications Limited,2496000
Bengal Nri Complex Ltd.,2496000
Syngene International Limited,2490000
Paschim Gujarat Vij Company Limited,2485233
Kalyani Carpenter Special Steels Private  Limited,2478000
Ubs Securities India Private Limited,2475000
Sudarshan Saur Shakti Private Limited,2472000
Gallagher Operations Support Services Private Limited,2460000
Capital One Services (India) Private Limited,2460000
Petronet Cck Limited,2426000
Radhamani Textiles Private Limited,2412500
Nayak Infrastructure Private Limited,2410400
Music Broadcast Limited,2406000
Novartis India Limited,2400000
Airwatch Technologies India Private Limited,2400000
Rambagh Palace Hotel Private Limited,2400000
Anvil Fintrade Private Limited,2400000
Triumph International (India) Private Limited,2400000
K G Information Systems Private Limited,2400000
Navneet Education Limited,2400000
G V G Paper Mills Private Limited,2400000
Blow Packaging (India) Private Limited,2400000
Cadensworth (India) Limited,2400000
K G Healthcare Limited,2400000
Yashoda Hospital And Research Centre Limited,2400000
Fena Private Limited,2400000
Emerson Process Management (India) Private Limited,2400000
Tuv India P Ltd,2400000
Gangakhed Sugar & Energy Limited,2400000
Media.Net Software Services (India) Private Limited,2394000
Sunbeam Auto Private Limited,2386393
Bmd Private Limited,2375000
Benares Hotels Limited,2374000
Acg Pharmapack Private Limited,2350000
Spencer International Hotels Limited,2350000
Aquapharm Chemicals Private Limited,2343000
Tega Industries Limited,2340122
Udhay-Vj Realty Private Limited,2340000
Micro Plastics Private Limited,2335000
Veljan Denison Limited,2331000
Vahanvati Consultants Private Limited,2330000
Jayaswal Neco Industries Limited,2330000
Saj Food Products Private Limited,2325000
Ginni International Ltd. (Transfer From Delhi To Raj.),2321000
Bobst India Private Limited,2312000
C&S; Electric Limited,2300000
Tex Corp Limited,2300000
Nsil Exports Limited,2300000
Agarwal Fuel Corporation Private Limited,2300000
Sundaram Industries Private Limited,2300000
Turbo Bearings Private Limited,2300000
Sri Narasu'S Coffee Company Private Limi Ted,2300000
Prem Cables Pvt Ltd,2300000
Marubeni India Private Limited,2300000
Prakash Asphaltings And Toll Highways (India) Limited,2300000
Merittrac Services Private Limited,2300000
Associated Printers (Madras) Private Limited,2300000
Paranjape Schemes (Construction) Limited,2300000
Tropical Agro System (India) Private Limited,2300000
Om Freight Forwarders Private Limited,2300000
Farida Shoes Private Limited,2300000
Ozone Properties Private Limited,2300000
Airvana Networks India Private Limited,2300000
Sangam (India) Limited,2298568
Heg Limited,2297000
Gagan Ferrotech Limited,2291000
Indian Railway Catering And Tourism Corporation Limited,2291000
Kennametal India Limited,2289148
Genus Paper & Boards Limited,2287000
Ashish Life Science Private Limited,2283882
Ratna Commercial Enterprises Private Ltd.,2275000
Liberty Shoes Limited,2271000
T S Alloys Limited,2269000
Rbs Financial Services (India) Private Limited,2266100
B & A Limited,2250817
Bobcards Limited,2250000
Ohm Stock Broker Private Limited,2250000
The Associated Chambers Of Commerce And Industry Of India,2245805
Innoven Capital India Private Limited,2240000
Greenply Industries Ltd,2237000
Svitzer Hazira Private Limited,2236768
Hal Offshore Limited,2234000
Shubham Goldiee Masale Private Limited,2233087
Mspl Limited,2231338
Alpha Design Technologies Private Limited,2225000
Rossell India Limited,2221000
Sonus Networks India Private Limited,2214500
Nelson Global Products India Private Limited,2211000
Axis Electrical Components (India) Private Limited,2207099
Jolly Board Limited,2203000
Brindco Sales Private Limited,2201500
Fis Solutions (India) Private Limited,2201070
Indo- National Limited,2200000
Annai Infra Developers Private Limited,2200000
Kal Cables Private Limited,2200000
Agarwal Transport Corporation Private Limited,2200000
Amar Prakaash Developerss Private Limited,2200000
Lg Polymers India Private Limited,2200000
Vibrant Academy (India) Private Limited,2200000
Tamilnadu Magnesite Limited,2200000
Manchukonda Prakasham Industries India Private Limited,2200000
Dahej Sez Limited,2200000
Aum Advertising And Media Private Limited,2200000
Anish Infracon India Private Limited,2200000
Anvil Share And Stock Broking Private Limited,2200000
Likhami Commercial Co. Ltd,2200000
Medi Plus (India) Limited,2200000
Gits Food Products Private Limited,2187600
Asm Technologies Limited,2186000
Ruchi Soya Industries Limited,2184000
Fis Payment Solutions & Services India Private Limited,2181618
Finav Gems & Securities Private Limited,2175000
Temasek Holdings Advisors India Private Limited,2171413
Informatica Business Solutions Private Limited,2160000
Tpg Capital India Private Limited,2158156
Vihaan Direct Selling (India) Private Limited,2157000
Kloeckner Desma Machinery Private Limited,2155000
Consulting Engineers Group Limited .,2152000
Lakshdeep Investments And Finance Private Limited,2150000
Pacific Industries Limited,2150000
Katra Phytochem (India) Private Limited,2150000
Zs Associates India Private Limited,2140301
Cauvery Aqua Private Limited,2136000
Yesha Electricals Private Limited,2130000
Dk Web-Tech Private Limited,2127686
Mysore Intercontinental Hotels Private Limited,2126623
Pennar Industries Limited,2125000
Bebitz Flanges Works Private Limited,2123458
Brocade Communications Systems Private Limited,2120810
Etouch Systems (India) Private Limited,2118601
Bloom Energy (India) Private Limited,2118000
Ford Motor Private Limited,2115795
Ptc Industries Limited,2112915
Gsn Games India Private Limited,2112678
Mepco Industries Limited,2109000
Goodluck India Limited,2108000
Lee Pharma Limited,2101000
Aries Colorchem Private Limited,2100000
Barmer Lignite Mining Company Limited,2100000
Poddar Housing And Development Limited,2100000
Allied Blenders And Distillers Private Limited,2100000
Kgk Diamonds (I) Private Limited,2100000
Interra Systems (India) Private Limited,2100000
The United Nilgiri Tea Estates Company Limited,2100000
Lakhani Footwear Private Limited,2100000
Gem Hospital And Research Centre Private Limited,2100000
Matrix Cellular (International) Services  Limited,2100000
Lakshmi Life Sciences Limited,2100000
S Kant Healthcare Limited,2100000
Visual Percept Solar Projects Private Limited,2100000
Empee Distilleries Limited,2100000
Sj Contracts Private Limited,2100000
Rajesh Projects (India) Private Limited,2100000
Sri Gopikrishna Infrastructure Private Limited,2100000
Corning Technologies India Private Limited,2096897
Anwesha Engineering & Projects Limited,2096174
Aurangabad Electricals Limited,2095950
Prazim Trading And Investment Company Private Limited.,2095000
Aia Engineering Limited,2095000
Sinclairs Hotels Limited,2093808
Artpalace Export Private Limited,2092730
Arihant Industrial Corporation Limited,2084929
Rotex Manufacturers And Engineers Private Limited,2075000
Acrysil Limited,2073340
Westbridge Capital India Advisors Private Limited,2068800
Gujarat Microwax Private Limited,2068432
Embio Limited,2065000
Shakun Polymers Limited,2061000
